Test Size,Random State,Neighbors,Weight,Metric,Accuracy,Precision,Recall,Specificity
0.15,14,45,uniform,euclidean,0.36,0.36,1.0,0.0
0.15,14,45,uniform,manhattan,0.36,0.36,1.0,0.0
0.15,14,45,distance,euclidean,0.36,0.36,1.0,0.0
0.15,14,45,distance,manhattan,0.36,0.36,1.0,0.0
0.15,14,47,uniform,euclidean,0.36,0.36,1.0,0.0
0.15,14,47,uniform,manhattan,0.36,0.36,1.0,0.0
0.15,14,47,distance,euclidean,0.36,0.36,1.0,0.0
0.15,14,47,distance,manhattan,0.36,0.36,1.0,0.0
0.15,14,49,uniform,euclidean,0.36,0.36,1.0,0.0
0.15,14,49,uniform,manhattan,0.36,0.36,1.0,0.0
0.15,14,49,distance,euclidean,0.36,0.36,1.0,0.0
0.15,14,49,distance,manhattan,0.36,0.36,1.0,0.0
0.15,14,51,uniform,euclidean,0.36,0.36,1.0,0.0
0.15,14,51,uniform,manhattan,0.36,0.36,1.0,0.0
0.15,14,51,distance,euclidean,0.36,0.36,1.0,0.0
0.15,14,51,distance,manhattan,0.36,0.36,1.0,0.0
0.15,23,1,uniform,euclidean,0.6,0.631578947368421,0.8,0.3
0.15,23,1,uniform,manhattan,0.76,0.7142857142857143,1.0,0.4
0.15,23,1,distance,euclidean,0.6,0.631578947368421,0.8,0.3
0.15,23,1,distance,manhattan,0.76,0.7142857142857143,1.0,0.4
0.15,23,3,uniform,euclidean,0.52,0.5652173913043478,0.8666666666666667,0.0
0.15,23,3,uniform,manhattan,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,3,distance,euclidean,0.52,0.5652173913043478,0.8666666666666667,0.0
0.15,23,3,distance,manhattan,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,5,uniform,euclidean,0.6,0.6086956521739131,0.9333333333333333,0.1
0.15,23,5,uniform,manhattan,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,5,distance,euclidean,0.6,0.6086956521739131,0.9333333333333333,0.1
0.15,23,5,distance,manhattan,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,7,uniform,euclidean,0.64,0.6363636363636364,0.9333333333333333,0.2
0.15,23,7,uniform,manhattan,0.64,0.625,1.0,0.1
0.15,23,7,distance,euclidean,0.64,0.6363636363636364,0.9333333333333333,0.2
0.15,23,7,distance,manhattan,0.64,0.625,1.0,0.1
0.15,23,9,uniform,euclidean,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,9,uniform,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,9,distance,euclidean,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,9,distance,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,11,uniform,euclidean,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,11,uniform,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,11,distance,euclidean,0.68,0.6666666666666666,0.9333333333333333,0.3
0.15,23,11,distance,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,13,uniform,euclidean,0.64,0.6363636363636364,0.9333333333333333,0.2
0.15,23,13,uniform,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,13,distance,euclidean,0.64,0.6363636363636364,0.9333333333333333,0.2
0.15,23,13,distance,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,19,uniform,euclidean,0.68,0.6521739130434783,1.0,0.2
0.15,23,19,uniform,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,19,distance,euclidean,0.68,0.6521739130434783,1.0,0.2
0.15,23,19,distance,manhattan,0.68,0.6521739130434783,1.0,0.2
0.15,23,21,uniform,euclidean,0.68,0.6521739130434783,1.0,0.2
0.15,23,21,uniform,manhattan,0.64,0.625,1.0,0.1
0.15,23,21,distance,euclidean,0.68,0.6521739130434783,1.0,0.2
0.15,23,21,distance,manhattan,0.64,0.625,1.0,0.1
0.15,23,23,uniform,euclidean,0.64,0.625,1.0,0.1
0.15,23,23,uniform,manhattan,0.64,0.625,1.0,0.1
0.15,23,23,distance,euclidean,0.64,0.625,1.0,0.1
0.15,23,23,distance,manhattan,0.64,0.625,1.0,0.1
0.15,23,25,uniform,euclidean,0.64,0.625,1.0,0.1
0.15,23,25,uniform,manhattan,0.64,0.625,1.0,0.1
0.15,23,25,distance,euclidean,0.64,0.625,1.0,0.1
0.15,23,25,distance,manhattan,0.64,0.625,1.0,0.1
0.15,23,27,uniform,euclidean,0.64,0.625,1.0,0.1
0.15,23,27,uniform,manhattan,0.64,0.625,1.0,0.1
0.15,23,27,distance,euclidean,0.64,0.625,1.0,0.1
0.15,23,27,distance,manhattan,0.64,0.625,1.0,0.1
0.15,23,29,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,29,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,29,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,29,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,31,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,31,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,31,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,31,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,33,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,33,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,33,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,33,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,35,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,35,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,35,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,35,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,37,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,37,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,37,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,37,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,39,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,39,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,39,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,39,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,41,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,41,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,41,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,41,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,43,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,43,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,43,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,43,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,45,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,45,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,45,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,45,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,47,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,47,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,47,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,47,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,49,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,49,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,49,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,49,distance,manhattan,0.6,0.6,1.0,0.0
0.15,23,51,uniform,euclidean,0.6,0.6,1.0,0.0
0.15,23,51,uniform,manhattan,0.6,0.6,1.0,0.0
0.15,23,51,distance,euclidean,0.6,0.6,1.0,0.0
0.15,23,51,distance,manhattan,0.6,0.6,1.0,0.0
0.15,89,1,uniform,euclidean,0.6,0.75,0.6666666666666666,0.42857142857142855
0.15,89,1,uniform,manhattan,0.6,0.75,0.6666666666666666,0.42857142857142855
0.15,89,1,distance,euclidean,0.6,0.75,0.6666666666666666,0.42857142857142855
0.15,89,1,distance,manhattan,0.6,0.75,0.6666666666666666,0.42857142857142855
0.15,89,3,uniform,euclidean,0.52,0.65,0.7222222222222222,0.0
0.15,89,3,uniform,manhattan,0.68,0.75,0.8333333333333334,0.2857142857142857
0.15,89,3,distance,euclidean,0.52,0.65,0.7222222222222222,0.0
0.15,89,3,distance,manhattan,0.68,0.75,0.8333333333333334,0.2857142857142857
0.15,89,5,uniform,euclidean,0.64,0.7142857142857143,0.8333333333333334,0.14285714285714285
0.15,89,5,uniform,manhattan,0.72,0.7619047619047619,0.8888888888888888,0.2857142857142857
0.15,89,5,distance,euclidean,0.64,0.7142857142857143,0.8333333333333334,0.14285714285714285
0.15,89,5,distance,manhattan,0.72,0.7619047619047619,0.8888888888888888,0.2857142857142857
0.15,89,7,uniform,euclidean,0.72,0.7619047619047619,0.8888888888888888,0.2857142857142857
0.15,89,7,uniform,manhattan,0.6,0.7,0.7777777777777778,0.14285714285714285
0.15,89,7,distance,euclidean,0.72,0.7619047619047619,0.8888888888888888,0.2857142857142857
0.15,89,7,distance,manhattan,0.6,0.7,0.7777777777777778,0.14285714285714285
0.15,89,9,uniform,euclidean,0.68,0.75,0.8333333333333334,0.2857142857142857
0.15,89,9,uniform,manhattan,0.64,0.7142857142857143,0.8333333333333334,0.14285714285714285
0.15,89,9,distance,euclidean,0.68,0.75,0.8333333333333334,0.2857142857142857
0.15,89,9,distance,manhattan,0.64,0.7142857142857143,0.8333333333333334,0.14285714285714285
0.15,89,11,uniform,euclidean,0.76,0.75,1.0,0.14285714285714285
0.15,89,11,uniform,manhattan,0.68,0.7272727272727273,0.8888888888888888,0.14285714285714285
0.15,89,11,distance,euclidean,0.76,0.75,1.0,0.14285714285714285
0.15,89,11,distance,manhattan,0.68,0.7272727272727273,0.8888888888888888,0.14285714285714285
0.15,89,13,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,13,uniform,manhattan,0.64,0.6956521739130435,0.8888888888888888,0.0
0.15,89,13,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,13,distance,manhattan,0.64,0.6956521739130435,0.8888888888888888,0.0
0.15,89,19,uniform,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,19,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,19,distance,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,19,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,21,uniform,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,21,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,21,distance,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,21,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,23,uniform,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,23,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,23,distance,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,23,distance,manhattan,0.72,0.72,1.0,0.0
0.15,89,25,uniform,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,25,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,25,distance,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,25,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,27,uniform,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,27,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,27,distance,euclidean,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,27,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,29,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,29,uniform,manhattan,0.64,0.6956521739130435,0.8888888888888888,0.0
0.15,89,29,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,29,distance,manhattan,0.64,0.6956521739130435,0.8888888888888888,0.0
0.15,89,31,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,31,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,31,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,31,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,33,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,33,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,33,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,33,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,35,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,35,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,35,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,35,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,37,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,37,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,37,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,37,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,39,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,39,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,39,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,39,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,41,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,41,uniform,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,41,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,41,distance,manhattan,0.68,0.7083333333333334,0.9444444444444444,0.0
0.15,89,43,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,43,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,43,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,43,distance,manhattan,0.72,0.72,1.0,0.0
0.15,89,45,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,45,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,45,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,45,distance,manhattan,0.72,0.72,1.0,0.0
0.15,89,47,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,47,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,47,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,47,distance,manhattan,0.72,0.72,1.0,0.0
0.15,89,49,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,49,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,49,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,49,distance,manhattan,0.72,0.72,1.0,0.0
0.15,89,51,uniform,euclidean,0.72,0.72,1.0,0.0
0.15,89,51,uniform,manhattan,0.72,0.72,1.0,0.0
0.15,89,51,distance,euclidean,0.72,0.72,1.0,0.0
0.15,89,51,distance,manhattan,0.72,0.72,1.0,0.0
0.2,42,1,uniform,euclidean,0.6666666666666666,0.6956521739130435,0.8,0.46153846153846156
0.2,42,1,uniform,manhattan,0.6060606060606061,0.6521739130434783,0.75,0.38461538461538464
0.2,42,1,distance,euclidean,0.6666666666666666,0.6956521739130435,0.8,0.46153846153846156
0.2,42,1,distance,manhattan,0.6060606060606061,0.6521739130434783,0.75,0.38461538461538464
0.2,42,3,uniform,euclidean,0.5757575757575758,0.6153846153846154,0.8,0.23076923076923078
0.2,42,3,uniform,manhattan,0.6060606060606061,0.64,0.8,0.3076923076923077
0.2,42,3,distance,euclidean,0.5757575757575758,0.6153846153846154,0.8,0.23076923076923078
0.2,42,3,distance,manhattan,0.6060606060606061,0.64,0.8,0.3076923076923077
0.2,42,5,uniform,euclidean,0.5454545454545454,0.5862068965517241,0.85,0.07692307692307693
0.2,42,5,uniform,manhattan,0.6060606060606061,0.6296296296296297,0.85,0.23076923076923078
0.2,42,5,distance,euclidean,0.5454545454545454,0.5862068965517241,0.85,0.07692307692307693
0.2,42,5,distance,manhattan,0.6060606060606061,0.6296296296296297,0.85,0.23076923076923078
0.2,42,7,uniform,euclidean,0.6666666666666666,0.6551724137931034,0.95,0.23076923076923078
0.2,42,7,uniform,manhattan,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.2,42,7,distance,euclidean,0.6666666666666666,0.6551724137931034,0.95,0.23076923076923078
0.2,42,7,distance,manhattan,0.6060606060606061,0.6206896551724138,0.9,0.15384615384615385
0.2,42,9,uniform,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,9,uniform,manhattan,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,9,distance,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,9,distance,manhattan,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,11,uniform,euclidean,0.6060606060606061,0.6129032258064516,0.95,0.07692307692307693
0.2,42,11,uniform,manhattan,0.5454545454545454,0.5806451612903226,0.9,0.0
0.2,42,11,distance,euclidean,0.6060606060606061,0.6129032258064516,0.95,0.07692307692307693
0.2,42,11,distance,manhattan,0.5454545454545454,0.5806451612903226,0.9,0.0
0.2,42,13,uniform,euclidean,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,13,uniform,manhattan,0.5757575757575758,0.59375,0.95,0.0
0.2,42,13,distance,euclidean,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,13,distance,manhattan,0.5757575757575758,0.59375,0.95,0.0
0.2,42,19,uniform,euclidean,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,19,uniform,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,19,distance,euclidean,0.5757575757575758,0.6,0.9,0.07692307692307693
0.2,42,19,distance,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,21,uniform,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,21,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,21,distance,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,21,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,23,uniform,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,23,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,23,distance,euclidean,0.6363636363636364,0.6333333333333333,0.95,0.15384615384615385
0.2,42,23,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,25,uniform,euclidean,0.6060606060606061,0.6129032258064516,0.95,0.07692307692307693
0.2,42,25,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,25,distance,euclidean,0.6060606060606061,0.6129032258064516,0.95,0.07692307692307693
0.2,42,25,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,27,uniform,euclidean,0.5757575757575758,0.59375,0.95,0.0
0.2,42,27,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,27,distance,euclidean,0.5757575757575758,0.59375,0.95,0.0
0.2,42,27,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,29,uniform,euclidean,0.5757575757575758,0.59375,0.95,0.0
0.2,42,29,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,29,distance,euclidean,0.5757575757575758,0.59375,0.95,0.0
0.2,42,29,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,31,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,31,uniform,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,31,distance,euclidean,0.5757575757575758,0.59375,0.95,0.0
0.2,42,31,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,33,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,33,uniform,manhattan,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,33,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,33,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,35,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,35,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,35,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,35,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,37,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,37,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,37,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,37,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,39,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,39,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,39,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,39,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,41,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,41,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,41,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,41,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,43,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,43,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,43,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,43,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,45,uniform,euclidean,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,45,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,45,distance,euclidean,0.6363636363636364,0.625,1.0,0.07692307692307693
0.2,42,45,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,47,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,47,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,47,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,47,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,49,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,49,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,49,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,49,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,51,uniform,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,51,uniform,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,51,distance,euclidean,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,42,51,distance,manhattan,0.6060606060606061,0.6060606060606061,1.0,0.0
0.2,123,1,uniform,euclidean,0.5757575757575758,0.6,0.7894736842105263,0.2857142857142857
0.2,123,1,uniform,manhattan,0.6666666666666666,0.6538461538461539,0.8947368421052632,0.35714285714285715
0.2,123,1,distance,euclidean,0.5757575757575758,0.6,0.7894736842105263,0.2857142857142857
0.2,123,1,distance,manhattan,0.6666666666666666,0.6538461538461539,0.8947368421052632,0.35714285714285715
0.2,123,3,uniform,euclidean,0.5454545454545454,0.5714285714285714,0.8421052631578947,0.14285714285714285
0.2,123,3,uniform,manhattan,0.6060606060606061,0.6071428571428571,0.8947368421052632,0.21428571428571427
0.2,123,3,distance,euclidean,0.5454545454545454,0.5714285714285714,0.8421052631578947,0.14285714285714285
0.2,123,3,distance,manhattan,0.6060606060606061,0.6071428571428571,0.8947368421052632,0.21428571428571427
0.2,123,5,uniform,euclidean,0.6060606060606061,0.6,0.9473684210526315,0.14285714285714285
0.2,123,5,uniform,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,123,5,distance,euclidean,0.6060606060606061,0.6,0.9473684210526315,0.14285714285714285
0.2,123,5,distance,manhattan,0.6363636363636364,0.6129032258064516,1.0,0.14285714285714285
0.2,123,7,uniform,euclidean,0.5757575757575758,0.5862068965517241,0.8947368421052632,0.14285714285714285
0.2,123,7,uniform,manhattan,0.5757575757575758,0.5806451612903226,0.9473684210526315,0.07142857142857142
0.2,123,7,distance,euclidean,0.5757575757575758,0.5862068965517241,0.8947368421052632,0.14285714285714285
0.2,123,7,distance,manhattan,0.5757575757575758,0.5806451612903226,0.9473684210526315,0.07142857142857142
0.2,123,9,uniform,euclidean,0.6666666666666666,0.6333333333333333,1.0,0.21428571428571427
0.2,123,9,uniform,manhattan,0.6060606060606061,0.6,0.9473684210526315,0.14285714285714285
